"Marka","Model","Generacja","Wersja","TypSilnika","MocSilnika","RodzajNapedu","Cena2023","Cena2022","Cena2021","Silnik","PojemnoscSilnika","SrednieSpalanieZuzycie","RodzajSkrzyni","RokRozpoczeciaProdukcji","RokZakonczeniaProdukcji"
"Audi","A6","C7","Avant Facelifting","diesel",272,"4x4",191500,197100,163700,"3.0 TDI clean diesel 272KM 200kW 2014-2017",3,5.3,"automatyczna","2014","2017"
"Audi","A6","C7","Avant Facelifting","diesel",320,"4x4",191500,197100,163700,"3.0 TDI clean diesel 320KM 235kW 2014-2017",3,6.2,"automatyczna","2014","2017"
"Audi","A6","C7","Avant Facelifting","diesel",326,"4x4",191500,197100,163700,"3.0 TDI competition 326KM 240kW 2014-2017",3,6.4,"automatyczna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","benzynowy",190,"na przednią oś",191500,197100,163700,"1.8 TFSI 190KM 140kW 2014-2017",1.8,5.9,"manualna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","benzynowy",190,"na przednią oś",191500,197100,163700,"1.8 TFSI ultra 190KM 140kW 2014-2017",1.8,5.7,"automatyczna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","benzynowy",252,"na przednią oś",191500,197100,163700,"2.0 TFSI 252KM 185kW 2014-2017",2,5.9,"automatyczna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","benzynowy",333,"4x4",191500,197100,163700,"3.0 TFSI 333KM 245kW 2014-2017",3,7.4,"automatyczna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","diesel",190,"4x4",191500,197100,163700,"2.0 TDI 190KM 140kW 2016-2017",2,4.9,"automatyczna","2016","2017"
"Audi","A6","C7","Limousine Facelifting","diesel",150,"na przednią oś",191500,197100,163700,"2.0 TDI ultra 150KM 110kW 2014-2017",2,4.3,"manualna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","diesel",190,"na przednią oś",191500,197100,163700,"2.0 TDI ultra 190KM 140kW 2014-2017",2,4.4,"manualna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","diesel",218,"na przednią oś",191500,197100,163700,"3.0 TDI clean diesel 218KM 160kW 2014-2017",3,4.7,"automatyczna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","diesel",272,"4x4",191500,197100,163700,"3.0 TDI clean diesel 272KM 200kW 2014-2017",3,5.1,"automatyczna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","diesel",320,"4x4",191500,197100,163700,"3.0 TDI clean diesel 320KM 235kW 2014-2017",3,6,"automatyczna","2014","2017"
"Audi","A6","C7","Limousine Facelifting","diesel",326,"4x4",191500,197100,163700,"3.0 TDI competition 326KM 240kW 2014-2017",3,6.2,"automatyczna","2014","2017"
"Audi","A6","C7","RS6 Avant Facelifting","benzynowy",560,"4x4",191500,197100,163700,"4.0 TFSI 560KM 412kW 2014-2017",4,9.6,"automatyczna","2014","2017"
"Audi","A6","C7","RS6 Avant Facelifting","benzynowy",605,"4x4",191500,197100,163700,"4.0 TFSI 605KM 445kW 2016-2017",4,9.6,"automatyczna","2016","2017"
"Audi","A6","C7","Allroad quattro facelifting","benzynowy",333,"4x4",191500,197100,163700,"3.0 TFSI 333KM 245kW 2014-2017",3,8,"automatyczna","2014","2017"
"Audi","A6","C7","Allroad quattro facelifting","diesel",218,"4x4",191500,197100,163700,"3.0 TDI clean diesel 218KM 160kW 2014-2017",3,5.6,"automatyczna","2014","2017"
"Audi","A6","C7","Allroad quattro facelifting","diesel",272,"4x4",191500,197100,163700,"3.0 TDI clean diesel 272KM 200kW 2014-2017",3,5.6,"automatyczna","2014","2017"
"Audi","A6","C7","Allroad quattro facelifting","diesel",320,"4x4",191500,197100,163700,"3.0 TDI clean diesel 320KM 235kW 2014-2017",3,6.5,"automatyczna","2014","2017"
"Audi","A6","C7","S6 Avant","benzynowy",420,"4x4",191500,197100,163700,"4.0 TFSI 420KM 309kW 2013-2014",4,9.7,"automatyczna","2013","2014"
"Audi","A6","C7","S6 Limousine","benzynowy",420,"4x4",191500,197100,163700,"4.0 TFSI 420KM 309kW 2013-2014",4,9.6,"automatyczna","2013","2014"
"Audi","A6","C7","RS6 Avant","benzynowy",560,"4x4",191500,197100,163700,"4.0 TFSI 560KM 412kW 2012-2014",4,9.8,"automatyczna","2012","2014"
"Audi","A6","C7","Allroad quattro","benzynowy",310,"4x4",191500,197100,163700,"3.0 TFSI 310KM 228kW 2012-2014",3,8.9,"automatyczna","2012","2014"
"Audi","A6","C7","Allroad quattro","diesel",204,"4x4",191500,197100,163700,"3.0 TDI 204KM 150kW 2012-2014",3,6.1,"automatyczna","2012","2014"
"Audi","A6","C7","Allroad quattro","diesel",245,"4x4",191500,197100,163700,"3.0 TDI 245KM 180kW 2012-2014",3,6.3,"automatyczna","2012","2014"
"Audi","A6","C7","Allroad quattro","diesel",313,"4x4",191500,197100,163700,"3.0 TDI 313KM 230kW 2012-2014",3,6.7,"automatyczna","2012","2014"
"Audi","A6","C7","Allroad quattro","diesel",245,"4x4",191500,197100,163700,"3.0 TDI clean Diesel 245KM 180kW 2012-2014",3,6.3,"automatyczna","2012","2014"
"Audi","A6","C7","Avant","benzynowy",180,"na przednią oś",191500,197100,163700,"2.0 TFSI 180KM 132kW 2012-2014",2,6.6,"manualna","2012","2014"
"Audi","A6","C7","Avant","benzynowy",204,"na przednią oś",191500,197100,163700,"2.8 FSI 204KM 150kW 2011-2014",2.8,7.7,"manualna","2011","2014"
"Audi","A6","C7","Avant","benzynowy",300,"4x4",191500,197100,163700,"3.0 TFSI 300KM 221kW 2011-2014",3,8.2,"automatyczna","2011","2014"
"Audi","A6","C7","Avant","benzynowy",310,"4x4",191500,197100,163700,"3.0 TFSI 310KM 228kW 2012-2014",3,NA,"automatyczna","2012","2014"
"Audi","A6","C7","Avant","diesel",177,"na przednią oś",191500,197100,163700,"2.0 TDI 177KM 130kW 2011-2014",2,5,"manualna","2011","2014"
"Audi","A6","C7","Avant","diesel",190,"na przednią oś",191500,197100,163700,"2.0 TDI ultra 190KM 140kW 2014",2,4.6,"manualna","2014","2014"
"Audi","A6","C7","Avant","diesel",313,"4x4",191500,197100,163700,"3.0 TDI 313KM 230kW 2012-2014",3,6.4,"automatyczna","2012","2014"
"Audi","A6","C7","Avant","diesel",204,"na przednią oś",191500,197100,163700,"3.0 TDI 204KM 150kW 2011-2014",3,5.3,"manualna","2011","2014"
"Audi","A6","C7","Avant","diesel",245,"4x4",191500,197100,163700,"3.0 TDI 245KM 180kW 2011-2014",3,5.9,"automatyczna","2011","2014"
"Audi","A6","C7","Avant","diesel",245,"4x4",191500,197100,163700,"3.0 TDI clean Diesel 245KM 180kW 2014",3,5.9,"automatyczna","2014","2014"
"Audi","A6","C7","Limousine","benzynowy",180,"na przednią oś",191500,197100,163700,"2.0 TFSI 180KM 132kW 2012-2014",2,6.5,"manualna","2012","2014"
"Audi","A6","C7","Limousine","benzynowy",245,"na przednią oś",191500,197100,163700,"2.0 TFSI hybrid 245KM 180kW 2012-2014",2,6.2,"automatyczna","2012","2014"
"Audi","A6","C7","Limousine","benzynowy",204,"na przednią oś",191500,197100,163700,"2.8 FSI 204KM 150kW 2011-2014",2.8,NA,"manualna","2011","2014"
"Audi","A6","C7","Limousine","benzynowy",300,"4x4",191500,197100,163700,"3.0 TFSI 300KM 221kW 2011-2014",3,NA,"automatyczna","2011","2014"
"Audi","A6","C7","Limousine","benzynowy",310,"4x4",191500,197100,163700,"3.0 TFSI 310KM 228kW 2012-2014",3,8.2,"automatyczna","2012","2014"
"Audi","A6","C7","Limousine","diesel",177,"na przednią oś",191500,197100,163700,"2.0 TDI 177KM 130kW 2011-2014",2,4.9,"manualna","2011","2014"
"Audi","A6","C7","Limousine","diesel",190,"na przednią oś",191500,197100,163700,"2.0 TDI ultra 190KM 140kW 2014",2,4.5,"manualna","2014","2014"
"Audi","A6","C7","Limousine","diesel",204,"na przednią oś",191500,197100,163700,"3.0 TDI 204KM 150kW 2011-2014",3,NA,"manualna","2011","2014"
"Audi","A6","C7","Limousine","diesel",245,"4x4",191500,197100,163700,"3.0 TDI 245KM 180kW 2011-2014",3,6,"automatyczna","2011","2014"
"Audi","A6","C7","Limousine","diesel",313,"4x4",191500,197100,163700,"3.0 TDI 313KM 230kW 2012-2014",3,6.4,"automatyczna","2012","2014"
"Audi","A6","C7","Limousine","diesel",245,"4x4",191500,197100,163700,"3.0 TDI clean Diesel 245KM 180kW 2014",3,5.9,"automatyczna","2014","2014"
"Audi","A6","C6","RS6","benzynowy",580,"4x4",191500,197100,163700,"5.0 V10 TFSI Avant 580KM 427kW 2007-2010",5,14,"automatyczna","2007","2010"
"Audi","A6","C6","RS6","benzynowy",580,"4x4",191500,197100,163700,"5.0 V10 TFSI Limousine 580KM 427kW 2007-2010",5,13.9,"automatyczna","2007","2010"
"Audi","A6","C6","S6 Avant","benzynowy",435,"4x4",191500,197100,163700,"5.2 V10 FSI 435KM 320kW 2006-2011",5.2,13.4,"automatyczna","2006","2011"
"Audi","A6","C6","S6 Limousine","benzynowy",435,"4x4",191500,197100,163700,"5.2 V10 FSI 435KM 320kW 2006-2011",5.2,13.4,"automatyczna","2006","2011"
"Audi","A6","C6","Allroad quattro","benzynowy",290,"4x4",191500,197100,163700,"3.0 V6 TFSI 290KM 213kW 2008-2011",3,9.7,"automatyczna","2008","2011"
"Audi","A6","C6","Allroad quattro","benzynowy",255,"4x4",191500,197100,163700,"3.2 V6 FSI 255KM 188kW 2006-2008",3.2,11,"manualna","2006","2008"
"Audi","A6","C6","Allroad quattro","benzynowy",350,"4x4",191500,197100,163700,"4.2 V8 FSI 350KM 257kW 2006-2011",4.2,10.8,"automatyczna","2006","2011"
"Audi","A6","C6","Allroad quattro","diesel",190,"4x4",191500,197100,163700,"2.7 V6 TDI 190KM 140kW 2008-2011",2.7,7.6,"automatyczna","2008","2011"
"Audi","A6","C6","Allroad quattro","diesel",180,"4x4",191500,197100,163700,"2.7 V6 TDI 180KM 132kW 2006-2008",2.7,8.7,"automatyczna","2006","2008"
"Audi","A6","C6","Allroad quattro","diesel",240,"4x4",191500,197100,163700,"3.0 V6 TDI 240KM 177kW 2008-2011",3,7.2,"manualna","2008","2011"
"Audi","A6","C6","Allroad quattro","diesel",233,"4x4",191500,197100,163700,"3.0 V6 TDI 233KM 171kW 2006-2008",3,8.4,"manualna","2006","2008"
"Audi","A6","C6","Limousine","benzynowy",170,"na przednią oś",191500,197100,163700,"2.0 TFSI 170KM 125kW 2005-2011",2,7.9,"manualna","2005","2011"
"Audi","A6","C6","Limousine","benzynowy",170,"na przednią oś",191500,197100,163700,"2.0 TFSI Euro5 170KM 125kW 2008-2011",2,7.5,"manualna","2008","2011"
"Audi","A6","C6","Limousine","benzynowy",177,"na przednią oś",191500,197100,163700,"2.4 V6 24V 177KM 130kW 2004-2008",2.4,9.7,"manualna","2004","2008"
"Audi","A6","C6","Limousine","benzynowy",210,"na przednią oś",191500,197100,163700,"2.8 V6 FSI 210KM 154kW 2006-2008",2.8,8.7,"manualna","2006","2008"
"Audi","A6","C6","Limousine","benzynowy",220,"na przednią oś",191500,197100,163700,"2.8 V6 FSI 220KM 162kW 2008-2011",2.8,8.4,"automatyczna","2008","2011"
"Audi","A6","C6","Limousine","benzynowy",190,"na przednią oś",191500,197100,163700,"2.8 V6 FSI 190KM 140kW 2008-2011",2.8,8.2,"manualna","2008","2011"
"Audi","A6","C6","Limousine","benzynowy",290,"4x4",191500,197100,163700,"3.0 V6 TFSI 290KM 213kW 2008-2011",3,9.4,"automatyczna","2008","2011"
"Audi","A6","C6","Limousine","benzynowy",255,"na przednią oś",191500,197100,163700,"3.2 V6 FSI 255KM 188kW 2004-2008",3.2,9.7,"manualna","2004","2008"
"Audi","A6","C6","Limousine","benzynowy",335,"4x4",191500,197100,163700,"4.2 V8 40V 335KM 246kW 2004-2006",4.2,11.6,"automatyczna","2004","2006"
"Audi","A6","C6","Limousine","benzynowy",350,"4x4",191500,197100,163700,"4.2 V8 FSI 350KM 257kW 2006-2010",4.2,10.2,"automatyczna","2006","2010"
"Audi","A6","C6","Limousine","diesel",170,"na przednią oś",191500,197100,163700,"2.0 TDI 170KM 125kW 2008-2011",2,5.7,"manualna","2008","2011"
"Audi","A6","C6","Limousine","diesel",136,"na przednią oś",191500,197100,163700,"2.0 TDI 136KM 100kW 2008-2011",2,5.8,"automatyczna","2008","2011"
"Audi","A6","C6","Limousine","diesel",136,"na przednią oś",191500,197100,163700,"2.0 TDI e 136KM 100kW 2008-2011",2,5.3,"manualna","2008","2011"
"Audi","A6","C6","Limousine","diesel",180,"na przednią oś",191500,197100,163700,"2.7 V6 TDI 180KM 132kW 2004-2008",2.7,6.8,"manualna","2004","2008"
"Audi","A6","C6","Limousine","diesel",190,"na przednią oś",191500,197100,163700,"2.7 V6 TDI 190KM 140kW 2008-2011",2.7,6.2,"manualna","2008","2011"
"Audi","A6","C6","Limousine","diesel",225,"4x4",191500,197100,163700,"3.0 V6 TDI 225KM 165kW 2004-2006",3,7.9,"manualna","2004","2006"
"Audi","A6","C6","Limousine","diesel",233,"4x4",191500,197100,163700,"3.0 V6 TDI 233KM 171kW 2006-2008",3,8,"manualna","2006","2008"
"Audi","A6","C6","Limousine","diesel",240,"4x4",191500,197100,163700,"3.0 V6 TDI 240KM 177kW 2008-2011",3,6.7,"manualna","2008","2011"
"Audi","A6","C6","Avant","benzynowy",170,"na przednią oś",191500,197100,163700,"2.0 TFSI 170KM 125kW 2005-2008",2,8.1,"manualna","2005","2008"
"Audi","A6","C6","Avant","benzynowy",170,"na przednią oś",191500,197100,163700,"2.0 TFSI Euro5 170KM 125kW 2008-2011",2,7.5,"manualna","2008","2011"
"Audi","A6","C6","Avant","benzynowy",177,"na przednią oś",191500,197100,163700,"2.4 V6 24V 177KM 130kW 2004-2008",2.4,9.9,"manualna","2004","2008"
"Audi","A6","C6","Avant","benzynowy",210,"na przednią oś",191500,197100,163700,"2.8 V6 FSI 210KM 154kW 2006-2008",2.8,8.8,"manualna","2006","2008"
"Audi","A6","C6","Avant","benzynowy",220,"na przednią oś",191500,197100,163700,"2.8 V6 FSI 220KM 162kW 2008-2011",2.8,8.5,"automatyczna","2008","2011"
"Audi","A6","C6","Avant","benzynowy",190,"na przednią oś",191500,197100,163700,"2.8 V6 FSI 190KM 140kW 2008-2011",2.8,8.3,"manualna","2008","2011"
"Audi","A6","C6","Avant","benzynowy",290,"4x4",191500,197100,163700,"3.0 V6 TFSI 290KM 213kW 2008-2011",3,9.5,"automatyczna","2008","2011"
"Audi","A6","C6","Avant","benzynowy",255,"na przednią oś",191500,197100,163700,"3.2 V6 FSI 255KM 188kW 2004-2008",3.2,9.9,"manualna","2004","2008"
"Audi","A6","C6","Avant","benzynowy",335,"4x4",191500,197100,163700,"4.2 V8 40V 335KM 246kW 2004-2006",4.2,11.7,"automatyczna","2004","2006"
"Audi","A6","C6","Avant","benzynowy",350,"4x4",191500,197100,163700,"4.2 V8 FSI 350KM 257kW 2006-2010",4.2,10.9,"automatyczna","2006","2010"
"Audi","A6","C6","Avant","diesel",140,"na przednią oś",191500,197100,163700,"2.0 TDI 140KM 103kW 2005-2008",2,6.3,"manualna","2005","2008"
"Audi","A6","C6","Avant","diesel",170,"na przednią oś",191500,197100,163700,"2.0 TDI 170KM 125kW 2008-2011",2,5.8,"manualna","2008","2011"
"Audi","A6","C6","Avant","diesel",136,"na przednią oś",191500,197100,163700,"2.0 TDI 136KM 100kW 2008-2011",2,5.9,"automatyczna","2008","2011"
"Audi","A6","C6","Avant","diesel",136,"na przednią oś",191500,197100,163700,"2.0 TDI e 136KM 100kW 2008-2011",2,5.3,"manualna","2008","2011"
"Audi","A6","C6","Avant","diesel",180,"na przednią oś",191500,197100,163700,"2.7 V6 TDI 180KM 132kW 2004-2010",2.7,7,"manualna","2004","2010"
"Audi","A6","C6","Avant","diesel",190,"na przednią oś",191500,197100,163700,"2.7 V6 TDI 190KM 140kW 2008-2011",2.7,6.2,"manualna","2008","2011"
"Audi","A6","C6","Avant","diesel",225,"4x4",191500,197100,163700,"3.0 V6 TDI 225KM 165kW 2004-2006",3,8,"manualna","2004","2006"
"Audi","A6","C6","Avant","diesel",233,"4x4",191500,197100,163700,"3.0 V6 TDI 233KM 171kW 2006-2008",3,8.1,"manualna","2006","2008"
"Audi","A6","C6","Avant","diesel",240,"4x4",191500,197100,163700,"3.0 V6 TDI 240KM 177kW 2008-2011",3,6.7,"manualna","2008","2011"
"Audi","A6","C5","RS6 Avant","benzynowy",450,"4x4",191500,197100,163700,"4.2 V8 biturbo 450KM 331kW 2002-2004",4.2,14.6,"automatyczna","2002","2004"
"Audi","A6","C5","RS6 Avant","benzynowy",480,"4x4",191500,197100,163700,"4.2 V8 biturbo plus 480KM 353kW 2004",4.2,14.6,"automatyczna","2004","2004"
"Audi","A6","C5","RS6 Sedan","benzynowy",480,"4x4",191500,197100,163700,"4.2 V8 480KM 353kW 2004",4.2,17,"automatyczna","2004","2004"
"Audi","A6","C5","RS6 Sedan","benzynowy",450,"4x4",191500,197100,163700,"4.2 V8 biturbo 450KM 331kW 2002-2004",4.2,14.6,"automatyczna","2002","2004"
"Audi","A6","C5","S6 Sedan","benzynowy",340,"4x4",191500,197100,163700,"4.2 V8 340KM 250kW 2000-2004",4.2,14.1,"manualna","2000","2004"
"Audi","A6","C5","S6 Avant","benzynowy",340,"4x4",191500,197100,163700,"4.2 V8 340KM 250kW 1999-2004",4.2,14.2,"manualna","1999","2004"
"Audi","A6","C5","Sedan","benzynowy",125,"na przednią oś",191500,197100,163700,"1.8 125KM 92kW 1997-2001",1.8,8.5,"manualna","1997","2001"
"Audi","A6","C5","Sedan","benzynowy",150,"na przednią oś",191500,197100,163700,"1.8 T 150KM 110kW 1997-2004",1.8,8.4,"manualna","1997","2004"
"Audi","A6","C5","Sedan","benzynowy",180,"na przednią oś",191500,197100,163700,"1.8 T 180KM 132kW 1997-2001",1.8,8.4,"manualna","1997","2001"
"Audi","A6","C5","Sedan","benzynowy",180,"4x4",191500,197100,163700,"1.8 T quattro 180KM 132kW 1997-2001",1.8,9.3,"manualna","1997","2001"
"Audi","A6","C5","Sedan","benzynowy",130,"na przednią oś",191500,197100,163700,"2.0 130KM 96kW 2001-2004",2,8.3,"manualna","2001","2004"
"Audi","A6","C5","Sedan","benzynowy",165,"4x4",191500,197100,163700,"2.4 Quattro 165KM 121kW 1997-2001",2.4,9.5,"manualna","1997","2001"
"Audi","A6","C5","Sedan","benzynowy",170,"4x4",191500,197100,163700,"2.4 quattro 170KM 125kW 2001-2004",2.4,10.9,"manualna","2001","2004"
"Audi","A6","C5","Sedan","benzynowy",170,"na przednią oś",191500,197100,163700,"2.4 V6 170KM 125kW 2001-2004",2.4,9.9,"manualna","2001","2004"
"Audi","A6","C5","Sedan","benzynowy",165,"na przednią oś",191500,197100,163700,"2.4 V6 165KM 121kW 1997-2001",2.4,9.9,"manualna","1997","2001"
"Audi","A6","C5","Sedan","benzynowy",230,"4x4",191500,197100,163700,"2.7 T quattro 230KM 169kW 1997-2001",2.7,11.6,"manualna","1997","2001"
"Audi","A6","C5","Sedan","benzynowy",230,"na przednią oś",191500,197100,163700,"2.7 V6 biturbo 230KM 169kW 1998-2001",2.7,11.6,"manualna","1998","2001"
"Audi","A6","C5","Sedan","benzynowy",250,"4x4",191500,197100,163700,"2.7 V6 biturbo 250KM 184kW 2001-2004",2.7,11.6,"manualna","2001","2004"
"Audi","A6","C5","Sedan","benzynowy",193,"4x4",191500,197100,163700,"2.8 30V quattro 193KM 142kW 1997-2001",2.8,10.8,"manualna","1997","2001"
"Audi","A6","C5","Sedan","benzynowy",193,"na przednią oś",191500,197100,163700,"2.8 V6 193KM 142kW 1997-2001",2.8,9.9,"manualna","1997","2001"
"Audi","A6","C5","Sedan","benzynowy",220,"na przednią oś",191500,197100,163700,"3.0 V6 220KM 162kW 2001-2004",3,9.7,"manualna","2001","2004"
"Audi","A6","C5","Sedan","benzynowy",260,"na przednią oś",191500,197100,163700,"3.7 V8 260KM 191kW 1999",3.7,11.6,"automatyczna","1999","1999"
"Audi","A6","C5","Sedan","benzynowy",300,"4x4",191500,197100,163700,"4.2 V8 300KM 221kW 1999-2004",4.2,13,"automatyczna","1999","2004"
"Audi","A6","C5","Sedan","diesel",110,"na przednią oś",191500,197100,163700,"1.9 TDI 110KM 81kW 1997-2001",1.9,5.7,"manualna","1997","2001"
"Audi","A6","C5","Sedan","diesel",130,"na przednią oś",191500,197100,163700,"1.9 TDI 130KM 96kW 2001-2004",1.9,5.7,"manualna","2001","2004"
"Audi","A6","C5","Sedan","diesel",115,"na przednią oś",191500,197100,163700,"1.9 TDI 115KM 85kW 2000-2001",1.9,5.6,"manualna","2000","2001"
"Audi","A6","C5","Sedan","diesel",180,"na przednią oś",191500,197100,163700,"2.5 TDI 180KM 132kW 2000-2004",2.5,8.1,"automatyczna","2000","2004"
"Audi","A6","C5","Sedan","diesel",150,"4x4",191500,197100,163700,"2.5 TDI quattro 150KM 110kW 1997-2001",2.5,6.9,"manualna","1997","2001"
"Audi","A6","C5","Sedan","diesel",150,"na przednią oś",191500,197100,163700,"2.5 V6 TDI 150KM 110kW 1997-2001",2.5,6.9,"manualna","1997","2001"
"Audi","A6","C5","Sedan","diesel",155,"na przednią oś",191500,197100,163700,"2.5 V6 TDI 155KM 114kW 2001-2002",2.5,6.9,"manualna","2001","2002"
"Audi","A6","C5","Sedan","diesel",163,"na przednią oś",191500,197100,163700,"2.5 V6 TDI 163KM 120kW 2002-2004",2.5,6.9,"manualna","2002","2004"
"Audi","A6","C5","Sedan","diesel",180,"4x4",191500,197100,163700,"2.5 V6 TDI 180KM 132kW 1999-2004",2.5,8,"manualna","1999","2004"
"Audi","A6","C5","Avant","benzynowy",125,"na przednią oś",191500,197100,163700,"1.8 125KM 92kW 1998-2001",1.8,8.6,"manualna","1998","2001"
"Audi","A6","C5","Avant","benzynowy",150,"na przednią oś",191500,197100,163700,"1.8 T 150KM 110kW 1998-2003",1.8,8.5,"manualna","1998","2003"
"Audi","A6","C5","Avant","benzynowy",180,"na przednią oś",191500,197100,163700,"1.8 T 180KM 132kW 1997-2001",1.8,8.5,"manualna","1997","2001"
"Audi","A6","C5","Avant","benzynowy",150,"4x4",191500,197100,163700,"1.8 T quattro 150KM 110kW 1997-2001",1.8,8.9,"manualna","1997","2001"
"Audi","A6","C5","Avant","benzynowy",180,"4x4",191500,197100,163700,"1.8 T quattro 180KM 132kW 1997-2001",1.8,8.9,"manualna","1997","2001"
"Audi","A6","C5","Avant","benzynowy",130,"na przednią oś",191500,197100,163700,"2.0 130KM 96kW 2001-2005",2,8.5,"manualna","2001","2005"
"Audi","A6","C5","Avant","benzynowy",165,"4x4",191500,197100,163700,"2.4 Quattro 165KM 121kW 1997-2001",2.4,10.9,"manualna","1997","2001"
"Audi","A6","C5","Avant","benzynowy",170,"4x4",191500,197100,163700,"2.4 quattro 170KM 125kW 2001-2004",2.4,10.9,"manualna","2001","2004"
"Audi","A6","C5","Avant","benzynowy",170,"na przednią oś",191500,197100,163700,"2.4 V6 170KM 125kW 2001-2005",2.4,9.9,"manualna","2001","2005"
"Audi","A6","C5","Avant","benzynowy",165,"na przednią oś",191500,197100,163700,"2.4 V6 165KM 121kW 1998-2001",2.4,9.9,"manualna","1998","2001"
"Audi","A6","C5","Avant","benzynowy",230,"4x4",191500,197100,163700,"2.7 T quattro 230KM 169kW 1997-2001",2.7,11.7,"manualna","1997","2001"
"Audi","A6","C5","Avant","benzynowy",230,"na przednią oś",191500,197100,163700,"2.7 V6 biturbo 230KM 169kW 1998-2001",2.7,11.7,"manualna","1998","2001"
"Audi","A6","C5","Avant","benzynowy",250,"4x4",191500,197100,163700,"2.7 V6 biturbo 250KM 184kW 2001-2005",2.7,11.7,"manualna","2001","2005"
"Audi","A6","C5","Avant","benzynowy",193,"4x4",191500,197100,163700,"2.8 30V quattro 193KM 142kW 1997-2001",2.8,10.8,"manualna","1997","2001"
"Audi","A6","C5","Avant","benzynowy",193,"na przednią oś",191500,197100,163700,"2.8 V6 193KM 142kW 1997-2001",2.8,10,"manualna","1997","2001"
"Audi","A6","C5","Avant","benzynowy",220,"na przednią oś",191500,197100,163700,"3.0 V6 220KM 162kW 2001-2005",3,9.7,"manualna","2001","2005"
"Audi","A6","C5","Avant","benzynowy",260,"na przednią oś",191500,197100,163700,"3.7 V8 260KM 191kW 1999",3.7,11.6,"automatyczna","1999","1999"
"Audi","A6","C5","Avant","benzynowy",300,"4x4",191500,197100,163700,"4.2 V8 300KM 221kW 1999-2005",4.2,13.1,"automatyczna","1999","2005"
"Audi","A6","C5","Avant","diesel",110,"na przednią oś",191500,197100,163700,"1.9 TDI 110KM 81kW 1998-2001",1.9,5.8,"manualna","1998","2001"
"Audi","A6","C5","Avant","diesel",130,"na przednią oś",191500,197100,163700,"1.9 TDI 130KM 96kW 2001-2005",1.9,5.7,"manualna","2001","2005"
"Audi","A6","C5","Avant","diesel",115,"na przednią oś",191500,197100,163700,"1.9 TDI 115KM 85kW 2000-2001",1.9,5.6,"manualna","2000","2001"
"Audi","A6","C5","Avant","diesel",180,"na przednią oś",191500,197100,163700,"2.5 TDI 180KM 132kW 2000-2004",2.5,8.1,"automatyczna","2000","2004"
"Audi","A6","C5","Avant","diesel",150,"4x4",191500,197100,163700,"2.5 TDI quattro 150KM 110kW 1997-2001",2.5,7.1,"manualna","1997","2001"
"Audi","A6","C5","Avant","diesel",150,"na przednią oś",191500,197100,163700,"2.5 V6 TDI 150KM 110kW 1998-2001",2.5,7,"manualna","1998","2001"
"Audi","A6","C5","Avant","diesel",155,"na przednią oś",191500,197100,163700,"2.5 V6 TDI 155KM 114kW 2001-2002",2.5,6.9,"manualna","2001","2002"
"Audi","A6","C5","Avant","diesel",180,"4x4",191500,197100,163700,"2.5 V6 TDI 180KM 132kW 1999-2005",2.5,8,"manualna","1999","2005"
"Audi","A6","C5","Avant","diesel",163,"na przednią oś",191500,197100,163700,"2.5 V6 TDI 163KM 120kW 2002-2005",2.5,6.9,"manualna","2002","2005"
"Audi","A6","C4","S6 Avant","benzynowy",230,"4x4",191500,197100,163700,"2.2 Turbo 230KM 169kW 1994-1997",2.2,10.8,"manualna","1994","1997"
"Audi","A6","C4","S6 Avant","benzynowy",326,"4x4",191500,197100,163700,"4.2 V8 326KM 240kW 1996-1997",4.2,13,"manualna","1996","1997"
"Audi","A6","C4","S6 Avant","benzynowy",290,"4x4",191500,197100,163700,"4.2 V8 290KM 213kW 1994-1997",4.2,13.1,"manualna","1994","1997"
"Audi","A6","C4","S6 Sedan","benzynowy",230,"4x4",191500,197100,163700,"2.2 Turbo 230KM 169kW 1994-1997",2.2,10.7,"manualna","1994","1997"
"Audi","A6","C4","S6 Sedan","benzynowy",326,"4x4",191500,197100,163700,"4.2 V8 326KM 240kW 1996-1997",4.2,12.8,"manualna","1996","1997"
"Audi","A6","C4","S6 Sedan","benzynowy",290,"4x4",191500,197100,163700,"4.2 V8 290KM 213kW 1994-1997",4.2,13,"manualna","1994","1997"
"Audi","A6","C4","Sedan","benzynowy",125,"na przednią oś",191500,197100,163700,"1.8 20V 125KM 92kW 1994-1997",1.8,8.2,"manualna","1994","1997"
"Audi","A6","C4","Sedan","benzynowy",125,"4x4",191500,197100,163700,"1.8 20V quattro 125KM 92kW 1994-1997",1.8,9,"manualna","1994","1997"
"Audi","A6","C4","Sedan","benzynowy",101,"na przednią oś",191500,197100,163700,"2.0 101KM 74kW 1994-1997",2,8.3,"manualna","1994","1997"
"Audi","A6","C4","Sedan","benzynowy",115,"na przednią oś",191500,197100,163700,"2.0 115KM 85kW 1994-1997",2,8.7,"manualna","1994","1997"
